staff,master_ai_id,activity_number,permit_no,type_action_code,owner,company_name,received_date,incomplete_date,complete_date,issue_due_date,issue_revised_date,issue_date,deny_date,withdraw_date,close_date
Martyne Kieling,30350,PRN20110001,4448,GCP4 Form A ,DCP Operating Company LP,DCP Midstream LP - Hwy 529 Compressor Station,5/10/2011 12:53,,,6/9/2011 0:00,6/9/2011 0:00,6/6/2011 13:33,,,
Martyne Kieling,30350,PRN20120001,4448,GCP4 Form C,DCP Operating Company LP,"DCP Midstream LP - Hwy 529 Compressor Station, GCP4 4448",5/9/2012 15:42,,,6/8/2012 0:00,6/8/2012 0:00,5/14/2012 14:23,,,
Mary Gerhart,30351,PRN20110002,4446,No Permit Required,Salvador Perches (La Paz Graham's Funeral Home),Salvador Perches - Las Cruces Crematory ,5/27/2011 13:56,,,,,5/27/2011 13:56,,,
Mary Gerhart,30351,PRN20110001,4446,Notice of Intent ,Salvador Perches (La Paz Graham's Funeral Home),Salvador Perches - Las Cruces Crematory,5/9/2011 16:05,,,6/8/2011 0:00,6/8/2011 0:00,,5/27/2011 13:50,,
Mary Gerhart,30352,PRN20110001,4445,No Permit Required,JTH Trucking of NM,JTH Trucking Of NM - JTH Trucking Powerscreen MarkII Plant,5/6/2011 16:33,,,,,5/26/2011 13:31,,,
Mary Gerhart,30353,PRN20110001,4444,No Permit Required,"O&J Realty, INC","O&J Realty, Inc - Portales Remediation Site",5/3/2011 16:59,,,,,5/20/2011 14:05,,,
Kerry Carr,30355,PRN20110001,4447,QGF - Solar Photovoltaic,SunE EPE2 LLC,"SunE EPE2, LLC - EPE Las Cruces Industrial",5/10/2011 14:33,,,11/6/2011 0:00,11/6/2011 0:00,5/16/2011 15:39,,,
Teri Waldron,30358,PRN20160002,4449R1,Administrative Revision ,"GCC Sun City Materials, LLC",GCC Sun City Materials LLC - Vado Hot Mix Asphalt Plant GCP3-4449,11/21/2016 15:31,,,12/21/2016 0:00,12/21/2016 0:00,12/1/2016 11:37,,,
Maheshwar Thakur,30358,PRN20110001,4449,GCP3-New ,"GCC Sun City Materials, LLC",Cemex - Vado Hot Mix Asphalt Plant GCP3-4449,5/11/2011 17:12,,,6/10/2011 0:00,6/10/2011 0:00,5/31/2011 10:30,,,
Teri Waldron,30358,PRN20160001,4449,Substitutions/Additions,"GCC Sun City Materials, LLC",Cemex - Vado Hot Mix Asphalt Plant GCP3-4449,1/19/2016 16:02,,,2/18/2016 0:00,2/18/2016 0:00,1/20/2016 10:49,,,
Martyne Kieling,30359,PRN20110001,4451,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Sirius 17 Federal No2H,5/11/2011 6:59,,,6/10/2011 0:00,6/10/2011 0:00,5/18/2011 15:14,,,
Teri Waldron,30360,PRN20160001,4450R1,Administrative Revision ,SIMCOE LLC,BP - NEBU 500 Packages,2/4/2016 16:42,,,3/5/2016 0:00,3/5/2016 0:00,2/18/2016 14:02,,,
Martyne Kieling,30360,PRN20110001,4450,Notice of Intent ,SIMCOE LLC,Devon Energy - NEBU 500 Packages,5/11/2011 9:45,,,6/10/2011 0:00,6/10/2011 0:00,5/23/2011 9:14,,,
Imam Imanuddin,30363,PRN20110001,4452,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Helios 6 Federal Com No1H,5/11/2011 10:22,,,6/10/2011 0:00,6/10/2011 0:00,5/19/2011 16:11,,,
Kirby Olson,30363,PRN20140001,4452R1,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Helios 6 Federal Com No1H,12/5/2014 10:31,,,1/4/2015 0:00,1/4/2015 0:00,12/19/2014 14:14,,,
Arianna Espinoza,30383,PRN20190001,4455R1,Administrative Revision ,Spur Energy Partners LLC,Spur - State S-19 battery,11/13/2019 11:34,,,12/13/2019 0:00,12/13/2019 0:00,11/25/2019 11:30,,,
Maheshwar Thakur,30383,PRN20110001,4455,Notice of Intent ,Spur Energy Partners LLC,COG Operating - State S-19 battery,5/12/2011 15:20,,,6/11/2011 0:00,6/11/2011 0:00,6/4/2011 10:19,,,
Sandy Spon,30384,PRN20110001,4453,Regular-New ,Mountain States Constructors Inc.,MSCI - Hot Mix Plant No2-NSR-4453,5/12/2011 15:39,,6/10/2011 11:43,9/8/2011 0:00,9/8/2011 0:00,9/8/2011 15:14,,,
Leslee Kimbrell,30384,PRN20120001,4453,Relocation,Mountain States Constructors Inc.,MSCI - Hot Mix Plant No2-NSR-4453,9/6/2012 9:54,,,9/21/2012 0:00,9/21/2012 0:00,9/19/2012 14:04,,,
Teri Waldron,30384,PRN20140001,4453,Relocation,Mountain States Constructors Inc.,MSCI - Hot Mix Plant No2-NSR-4453,8/21/2014 10:58,,,9/5/2014 0:00,9/5/2014 0:00,8/27/2014 15:24,,,
Teri Waldron,30384,PRN20160001,4453,Relocation,Mountain States Constructors Inc.,MSCI - Hot Mix Plant No2 NSR 4453,9/2/2016 15:57,,,9/17/2016 0:00,9/17/2016 0:00,9/6/2016 11:51,,,
Teri Waldron,30384,PRN20170001,4453,Relocation,Mountain States Constructors Inc.,MSCI - Hot Mix Plant No2 NSR 4453,6/29/2017 9:33,,,7/14/2017 0:00,7/14/2017 0:00,7/5/2017 17:30,,,
Greg Tickle,30384,PRN20180001,4453,Relocation,Mountain States Constructors Inc.,MSCI - Hot Mix Plant No2 NSR 4453,5/7/2018 11:17,,,5/22/2018 0:00,5/22/2018 0:00,5/21/2018 13:54,,,
Denise Huff,30384,PRN20180002,4453,Relocation,Mountain States Constructors Inc.,MSCI - Hot Mix Plant No2 NSR 4453,6/27/2018 13:36,,,7/12/2018 0:00,7/12/2018 0:00,7/11/2018 11:21,,,
Arianna Espinoza,30385,PRN20190001,4454R1,Administrative Revision ,Spur Energy Partners LLC,Spur - Folk State Battery,11/13/2019 7:50,,,12/13/2019 0:00,12/13/2019 0:00,11/22/2019 14:52,,,
Martyne Kieling,30385,PRN20110001,4454,Notice of Intent ,Spur Energy Partners LLC,COG Operating LLC - Folk State Battery,5/12/2011 15:50,,,6/11/2011 0:00,6/11/2011 0:00,6/7/2011 12:36,,,
Arianna Espinoza,30389,PRN20190001,4456R1,Administrative Revision ,Spur Energy Partners LLC,Spur - McCoy State Battery,11/13/2019 14:53,,,12/13/2019 0:00,12/13/2019 0:00,11/25/2019 9:26,,,
Imam Imanuddin,30389,PRN20110001,4456,Notice of Intent ,Spur Energy Partners LLC,COG Operating LLC - McCoy State Battery,5/12/2011 16:40,,,6/11/2011 0:00,6/11/2011 0:00,6/6/2011 16:08,,,
Imam Imanuddin,30390,PRN20110001,4458,Notice of Intent ,Quantum Resources Management LLC,Quantum Resouces - Artesia Battery No3 and Wells,5/16/2011 17:06,,,6/15/2011 0:00,6/15/2011 0:00,6/6/2011 16:09,,,
Imam Imanuddin,30392,PRN20110001,4460,Notice of Intent ,Quantum Resources Management LLC,Quantum Resources - Conoco 7 State Battery and Wells,5/16/2011 8:06,,,6/15/2011 0:00,6/15/2011 0:00,6/7/2011 13:46,,,
Imam Imanuddin,30393,PRN20110001,4459,Notice of Intent ,Quantum Resources Management LLC,Quantum Resources - Dunn B Federal Battery & Wells,5/16/2011 8:34,,,6/15/2011 0:00,6/15/2011 0:00,6/7/2011 16:13,,,
Teri Waldron,30394,PRN20160001,4457R2,Administrative Revision ,Holly Transportation LLC, North Loco Hills Crude Oil Unloading Station,1/13/2016 17:01,,,2/12/2016 0:00,2/12/2016 0:00,1/15/2016 18:55,,,
Mary Gerhart,30394,PRN20110001,4457,Notice of Intent ,Holly Transportation LLC, North Loco Hills Crude Oil Unloading Station,5/16/2011 17:11,,,6/15/2011 0:00,6/15/2011 0:00,6/14/2011 11:53,,,
Mary Gerhart,30394,PRN20140001,4457R1,Notice of Intent ,Holly Transportation LLC, North Loco Hills Crude Oil Unloading Station,3/14/2014 16:04,,,4/13/2014 0:00,4/13/2014 0:00,3/28/2014 13:52,,,
Teri Waldron,30400,PRN20160001,4462R1,Administrative Revision ,Lucid Energy Delaware LLC,Lucid Energy - Javelina Compressor Station GCP1-4462,9/12/2016 14:28,,,10/12/2016 0:00,10/12/2016 0:00,9/16/2016 11:07,,,6/27/2018 17:03
Denise Huff,30400,PRN20180001,4462R2,Administrative Revision ,Lucid Energy Delaware LLC,Lucid Energy - Javelina Compressor Station GCP1-4462,4/5/2018 17:03,,,5/5/2018 0:00,5/5/2018 0:00,,,,6/27/2018 17:03
Martyne Kieling,30400,PRN20110001,4462,GCP1-New ,Lucid Energy Delaware LLC,Agave - Javelina Compressor Station GCP1-4462,5/18/2011 7:36,,,6/17/2011 0:00,6/17/2011 0:00,6/9/2011 13:53,,,6/27/2018 17:04
Mary Gerhart,30401,PRN20110001,4464,No Permit Required,Brasier Asphalt Inc,Brasier Asphalt - Kolberg Series 1700 Portable Pugmill,5/18/2011 16:06,,,,,5/20/2011 16:07,,,
Kerry Carr,30402,PRN20110002,4465R1,Administrative Revision ,XTO Energy Inc,BOPCO - PLU Ross Ranch 32 State 1H,11/3/2011 9:44,,,12/3/2011 0:00,12/3/2011 0:00,11/14/2011 10:47,,,
Leslee Kimbrell,30402,PRN20200001,4465R2,Administrative Revision ,XTO Energy Inc,XTO - PLU Ross Ranch 32 State 1H,12/4/2020 11:45,,,1/3/2021 0:00,1/3/2021 0:00,12/17/2020 11:45,,,
Imam Imanuddin,30402,PRN20110001,4465,Notice of Intent ,XTO Energy Inc,Chesapeake Operating - PLU Ross Ranch 32 State 1H,5/18/2011 8:18,,,6/17/2011 0:00,6/17/2011 0:00,6/7/2011 16:23,,,
Kerry Carr,30403,PRN20110002,4466,Administrative Revision ,ConocoPhillips - San Juan Business Unit,ConocoPhillips - Cummings GTA 8.3SLB,9/22/2011 14:50,,,10/22/2011 0:00,10/22/2011 0:00,,,,9/28/2011 14:56
Mary Gerhart,30403,PRN20110001,4466,No Permit Required,ConocoPhillips - San Juan Business Unit,ConocoPhillips - Cummings GTA 8.3SLB,5/18/2011 11:16,,,,,6/17/2011 15:53,,,9/28/2011 14:55
Arianna Espinoza,30407,PRN20190001,4467R1,Administrative Revision ,Spur Energy Partners LLC,Spur - Electra Federal No5 Battery,11/13/2019 17:26,,,12/13/2019 0:00,12/13/2019 0:00,11/22/2019 14:40,,,
Maheshwar Thakur,30407,PRN20110001,4467,Notice of Intent ,Spur Energy Partners LLC,COG Operating LLC - Electra Federal No5 Battery,5/19/2011 16:58,,,6/18/2011 0:00,6/18/2011 0:00,5/31/2011 10:24,,,
Mary Gerhart,30412,PRN20110001,4468,No Permit Required,"Souder, Miller & Associates - Albuquerque",Former S&L Service Station Remediation,5/20/2011 6:54,,,,,8/4/2011 13:17,,,
Kerry Carr,30416,PRN20110001,4463,QGF - Solar Photovoltaic,Public Service Company of New Mexico (PNM),PNM - Alamogordo Solar Facility,5/18/2011 7:20,,,11/14/2011 0:00,11/14/2011 0:00,6/14/2011 9:04,,,
Kerry Carr,30417,PRN20110001,4469,QGF - Solar Photovoltaic,Public Service Company of New Mexico (PNM),PNM - Las Vegas Solar Facility,5/20/2011 8:22,,,11/16/2011 0:00,11/16/2011 0:00,6/14/2011 9:07,,,
Arianna Espinoza,30418,PRN20180001,4471R1,Administrative Revision ,Hilcorp Energy Company,Hilcorp - Portable GM7.4L,10/29/2018 9:28,,,11/28/2018 0:00,11/28/2018 0:00,11/16/2018 16:20,,,
Imam Imanuddin,30418,PRN20110001,4471,Notice of Intent ,Hilcorp Energy Company,XTO Energy - Portable GM7.4L,5/23/2011 10:46,,,6/22/2011 0:00,6/22/2011 0:00,6/14/2011 14:02,,,
Teri Waldron,30419,PRN20130001,4470R1,Administrative Revision ,Chevron USA Inc, PLU Phantom Banks 21 Fed 1H,8/23/2013 13:28,,,9/22/2013 0:00,9/22/2013 0:00,9/12/2013 10:29,,,11/20/2020 9:13
Arianna Espinoza,30419,PRN20200001,4470R2,Administrative Revision ,Chevron USA Inc, PLU Phantom Banks 21 Fed 1H,10/26/2020 11:00,,,11/25/2020 0:00,11/25/2020 0:00,,,,11/20/2020 9:13
Imam Imanuddin,30419,PRN20110001,4470,Notice of Intent ,Chevron USA Inc,Chesapeake Operating - PLU Phantom Banks 21 Fed 1H,5/23/2011 11:01,,,6/22/2011 0:00,6/22/2011 0:00,6/14/2011 14:05,,,11/20/2020 9:14
Arianna Espinoza,30423,PRN20180001,4472R1,Administrative Revision ,Hilcorp Energy Company,Hilcorp - Portable Ford 460,10/29/2018 9:33,,,11/28/2018 0:00,11/28/2018 0:00,11/16/2018 16:23,,,
Imam Imanuddin,30423,PRN20110001,4472,Notice of Intent ,Hilcorp Energy Company,XTO Energy - Portable Ford 460,5/23/2011 15:19,,,6/22/2011 0:00,6/22/2011 0:00,6/15/2011 14:03,,,
Kerry Carr,30426,PRN20110001,4478,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Snapping 2 State No1,5/24/2011 10:22,,,6/23/2011 0:00,6/23/2011 0:00,6/1/2011 15:12,,,
Teri Waldron,30426,PRN20120001,4478R1,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Snapping 2 State No1,11/13/2012 13:40,,,12/13/2012 0:00,12/13/2012 0:00,11/19/2012 16:32,,,
Teri Waldron,30427,PRN20110001,4473,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Jasper 32 State Com No4H,5/24/2011 10:31,,,6/23/2011 0:00,6/23/2011 0:00,5/31/2011 10:27,,,
Martyne Kieling,30427,PRN20120001,4473R1,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Jasper 32 State Com No 4H,4/26/2012 15:46,,,5/26/2012 0:00,5/26/2012 0:00,5/9/2012 15:31,,,
Kerry Carr,30427,PRN20130001,4473R2,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Jasper 32 State Com No 4H,9/12/2013 9:40,,,10/12/2013 0:00,10/12/2013 0:00,10/9/2013 14:50,,,
Teri Waldron,30428,PRN20110001,4474,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Coral 28 No4,5/24/2011 10:44,,,6/23/2011 0:00,6/23/2011 0:00,5/31/2011 14:45,,,
Martyne Kieling,30428,PRN20120001,4474R1,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Coral 28 No4,4/26/2012 15:59,,,5/26/2012 0:00,5/26/2012 0:00,5/9/2012 15:27,,,
Teri Waldron,30428,PRN20170001,4474R2,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Coral 28 No4,12/21/2017 15:29,,,1/20/2018 0:00,1/20/2018 0:00,1/3/2018 11:01,,,
Maheshwar Thakur,30431,PRN20110001,4475,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Onyx 29 No3H,5/24/2011 13:10,,,6/23/2011 0:00,6/23/2011 0:00,6/17/2011 10:58,,,
Teri Waldron,30431,PRN20120001,4475R1,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Onyx 29 No 3H,4/26/2012 16:52,,,5/26/2012 0:00,5/26/2012 0:00,5/3/2012 17:17,,,
Martyne Kieling,30431,PRN20120002,4475R2,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Onyx 29 No 3H,8/9/2012 9:09,,,9/8/2012 0:00,9/8/2012 0:00,8/22/2012 13:22,,,
Leslee Kimbrell,30431,PRN20120003,4475R3,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Onyx 29 No 3H,11/2/2012 14:13,,,12/2/2012 0:00,12/2/2012 0:00,11/26/2012 9:07,,,
Antonia Tallarico,30431,PRN20130001,4475R4,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Onyx 29 No 3H,5/14/2013 9:17,,,6/13/2013 0:00,6/13/2013 0:00,5/17/2013 14:15,,,
Antonia Tallarico,30431,PRN20130002,4475R5,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Onyx 29 No 3H,11/26/2013 16:34,,,12/26/2013 0:00,12/26/2013 0:00,12/12/2013 12:46,,,
Kerry Carr,30432,PRN20110001,4477,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Beetle Juice 19 Federal No1,5/24/2011 13:33,,,6/23/2011 0:00,6/23/2011 0:00,6/2/2011 16:50,,,
Teri Waldron,30432,PRN20140001,4477R1,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Beetle Juice 19 Federal No1,4/18/2014 15:34,,,5/18/2014 0:00,5/18/2014 0:00,4/22/2014 10:12,,,
Rhonda Romero,30432,PRN20140002,4477R2,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Beetle Juice 19 Federal No1,9/11/2014 14:20,,,10/11/2014 0:00,10/11/2014 0:00,10/7/2014 9:50,,,
Maheshwar Thakur,30433,PRN20110001,4476,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Helios 6 Federal Com No2H,5/24/2011 15:23,,,6/23/2011 0:00,6/23/2011 0:00,6/16/2011 11:10,,,
Rhonda Romero,30433,PRN20140001,4476R1,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Helios 6 Federal Com No2H,12/5/2014 10:14,,,1/4/2015 0:00,1/4/2015 0:00,12/17/2014 10:00,,,
Kerry Carr,30434,PRN20110004,DC 4480,Data Correction,COG Operating LLC,COG Operating - GC/BC GCP4-4480 C.S.,,,,,,,,,12/3/2012 11:39
Martyne Kieling,30434,PRN20110001,4480,GCP4 Form A ,COG Operating LLC,COG Operating - GC/BC GCP4-4480 C.S.,5/25/2011 10:59,,,6/24/2011 0:00,6/24/2011 0:00,6/6/2011 14:44,,,12/3/2012 11:39
Martyne Kieling,30434,PRN20110002,4480,GCP4 Form B,COG Operating LLC,COG Operating - GC/BC GCP4-4480 C.S.,6/8/2011 8:45,,,7/8/2011 0:00,7/8/2011 0:00,6/29/2011 13:53,,,12/3/2012 11:39
Martyne Kieling,30434,PRN20110003,4480,GCP4 Form C,COG Operating LLC,COG Operating - GC/BC GCP4-4480 C.S.,9/22/2011 13:52,,,10/22/2011 0:00,10/22/2011 0:00,10/20/2011 14:06,,,12/3/2012 11:38
Mary Gerhart,30435,PRN20110001,4479,No Permit Required,Santa Fe (City of) Solid Waste,SF SWMA - Buckman Road Recycling & Transfer Station,5/25/2011 12:26,,,,,6/21/2011 16:43,,,
Imam Imanuddin,30439,PRN20110001,4482,Notice of Intent ,Quantum Resources Management LLC,Quantum RM LLC - Cone Jalmat Yates Pool Unit Central Tank Battery,5/26/2011 16:47,,,6/25/2011 0:00,6/25/2011 0:00,6/15/2011 14:04,,,
Maheshwar Thakur,30440,PRN20110001,4481,Notice of Intent ,Quantum Resources Management LLC,Quantum Resources - Jalmat Lease Line Battery No2,5/26/2011 16:57,,,6/25/2011 0:00,6/25/2011 0:00,6/14/2011 14:18,,,
Denise Huff,30454,PRN20170001,4483R1,Administrative Revision ,Hilcorp Energy Company,Hilcorp - Wood River Com 300S / Wood River 2,9/1/2017 17:19,,,10/1/2017 0:00,10/1/2017 0:00,11/16/2017 17:20,,,
Martyne Kieling,30454,PRN20110001,4483,Notice of Intent ,Hilcorp Energy Company,ConocoPhillips - Wood River Com 300S / Wood River 2,5/31/2011 11:55,,,6/30/2011 0:00,6/30/2011 0:00,5/27/2011 11:45,,,
Deepika Saikrishnan,30454,PRN20200001,4483R2,Notice of Intent ,Hilcorp Energy Company,Hilcorp - Wood River Com 300S / Wood River 2,11/9/2020 11:24,,,12/9/2020 0:00,12/9/2020 0:00,12/9/2020 10:48,,,
Denise Huff,30455,PRN20170001,4484R1,Administrative Revision ,Hilcorp Energy Company,Hilcorp - Howell E 2A / Howell E 300S,9/1/2017 17:30,,,10/1/2017 0:00,10/1/2017 0:00,11/16/2017 17:30,,,
Martyne Kieling,30455,PRN20110001,4484,Notice of Intent ,Hilcorp Energy Company,ConocoPhillips - Howell E 2A / Howell E 300S,5/31/2011 12:11,,,6/30/2011 0:00,6/30/2011 0:00,6/27/2011 12:13,,,
Teri Waldron,30461,PRN20170001,4485R1,Administrative Revision ,Nash Gold Trucking LLC,"Nash Gold Trucking - Lamy Junction, GCP2 4485",5/24/2017 14:43,,,6/23/2017 0:00,6/23/2017 0:00,,,,6/5/2017 16:37
Martyne Kieling,30461,PRN20110001,4485,GCP2-New ,Nash Gold Trucking LLC,"Nash Gold Trucking - Lamy Junction, GCP2 4485",6/2/2011 9:18,,,7/2/2011 0:00,7/2/2011 0:00,6/29/2011 11:22,,,6/5/2017 16:38
Teri Waldron,30461,PRN20130001,GCP2-4485,Substitutions/Additions,Nash Gold Trucking LLC,"Nash Gold Trucking - Lamy Junction, GCP2 4485",4/9/2013 14:10,,,5/9/2013 0:00,5/9/2013 0:00,4/11/2013 12:04,,,6/5/2017 16:38
Kerry Carr,30466,PRN20110002,4486R1,Administrative Revision ,XTO Energy Inc, PLU Pierce Canyon 16 State 1H,11/3/2011 9:33,,,12/3/2011 0:00,12/3/2011 0:00,11/14/2011 10:32,,,
Teri Waldron,30466,PRN20130001,4486R2,Administrative Revision ,XTO Energy Inc, PLU Pierce Canyon 16 State 1H,8/23/2013 13:58,,,9/22/2013 0:00,9/22/2013 0:00,8/29/2013 10:40,,,
Leslee Kimbrell,30466,PRN20200001,4486R3,Administrative Revision ,XTO Energy Inc,XTO - PLU Pierce Canyon 16 State 1H,12/4/2020 17:18,,,1/3/2021 0:00,1/3/2021 0:00,12/23/2020 17:18,,,
Norma Perez,30466,PRN20110001,4486,Notice of Intent ,XTO Energy Inc,Chesapeake Operating  - PLU Pierce Canyon 16 State 1H,6/2/2011 8:43,,,7/2/2011 0:00,7/2/2011 0:00,6/21/2011 16:47,,,
Leslee Kimbrell,30474,PRN20200001,4487R2,Administrative Revision ,XTO Energy Inc, PLU Big Sinks 25 Federal 1H,12/4/2020 14:12,,,1/3/2021 0:00,1/3/2021 0:00,12/17/2020 14:12,,,
Imam Imanuddin,30474,PRN20110001,4487,Notice of Intent ,XTO Energy Inc,Chesapeake Operating - PLU Big Sinks 25 Federal 1H,6/6/2011 15:12,,,7/6/2011 0:00,7/6/2011 0:00,6/20/2011 9:49,,,
Imam Imanuddin,30474,PRN20110002,4487R1,Notice of Intent ,XTO Energy Inc,Chesapeake Operating - PLU Big Sinks 25 Federal 1H,10/17/2011 8:29,,,11/16/2011 0:00,11/16/2011 0:00,11/7/2011 13:24,,,
Maheshwar Thakur,30475,PRN20110001,4491,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Habanero 17 fed 1,6/6/2011 9:21,,,7/6/2011 0:00,7/6/2011 0:00,6/23/2011 14:54,,,
Martyne Kieling,30475,PRN20120001,4491R1,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Habanero 17 fed 1,3/28/2012 16:47,,,4/27/2012 0:00,4/27/2012 0:00,4/26/2012 8:24,,,
Teri Waldron,30475,PRN20120002,4491R2,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Habanero 17 Fed 1,10/18/2012 13:45,,,11/17/2012 0:00,11/17/2012 0:00,10/29/2012 10:30,,,
Adam Ullom,30475,PRN20140001,4491R3,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Habanero 17 Fed 1,2/6/2014 12:52,,,3/8/2014 0:00,3/8/2014 0:00,2/14/2014 9:06,,,
Imam Imanuddin,30476,PRN20110001,4490,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Rigel 20 Fed Com No1,6/6/2011 10:27,,,7/6/2011 0:00,7/6/2011 0:00,6/20/2011 9:50,,,
Leslee Kimbrell,30476,PRN20120001,4490R1,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Rigel 20 Fed Com No1,11/19/2012 15:28,,,12/19/2012 0:00,12/19/2012 0:00,11/30/2012 9:18,,,
Greg Tickle,30476,PRN20160001,4490R2,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Rigel 20 Fed Com No1,12/15/2015 16:42,,,1/14/2016 0:00,1/14/2016 0:00,1/14/2016 7:53,,,
Arianna Espinoza,30477,PRN20200001,4489R1,Administrative Revision ,Devon Energy Production Company LP,Devon Energy - KSI  22 Federal No1H,1/23/2020 14:25,,,2/22/2020 0:00,2/22/2020 0:00,,,,2/21/2020 8:56
Teri Waldron,30477,PRN20110001,4489,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - KSI  22 Federal No1H,6/6/2011 10:43,,,7/6/2011 0:00,7/6/2011 0:00,6/27/2011 16:05,,,2/21/2020 8:57
Maheshwar Thakur,30480,PRN20110001,4488,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Beetle Juice 19 Federal No3,6/6/2011 13:03,,,7/6/2011 0:00,7/6/2011 0:00,,6/28/2011 14:50,,
Greg Tickle,30480,PRN20150001,4488R1,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Beetle Juice 19 Federal No3,2/27/2015 13:56,,,3/29/2015 0:00,3/29/2015 0:00,3/16/2015 15:46,,,
Greg Tickle,30480,PRN20170001,4488R2,Notice of Intent ,Devon Energy Production Company LP,Devon Energy - Beetle Juice 19 Federal No3,9/25/2017 9:26,,,10/25/2017 0:00,10/25/2017 0:00,10/17/2017 12:03,,,
Denise Huff,30483,PRN20170001,4492R1,Administrative Revision ,Hilcorp Energy Company,Hilcorp - Portable Ajax DPC 2802LE,9/1/2017 17:36,,,10/1/2017 0:00,10/1/2017 0:00,11/16/2017 17:36,,,
Martyne Kieling,30483,PRN20110001,4492,Notice of Intent ,Hilcorp Energy Company,ConocoPhillips - Portable Ajax DPC 2802LE,6/7/2011 11:21,,,7/7/2011 0:00,7/7/2011 0:00,6/27/2011 9:41,,,
Arianna Espinoza,30489,PRN20190001,4493R2,Administrative Revision ,Spur Energy Partners LLC,Spur - Skelly 968 Battery,11/13/2019 12:00,,,12/13/2019 0:00,12/13/2019 0:00,11/25/2019 11:24,,,
Imam Imanuddin,30489,PRN20110001,4493,Notice of Intent ,Spur Energy Partners LLC,COG Operating - Skelly 968 Battery,6/8/2011 12:44,,,7/8/2011 0:00,7/8/2011 0:00,6/29/2011 15:20,,,
Teri Waldron,30489,PRN20130001,4493R1,Notice of Intent ,Spur Energy Partners LLC,COG Operating - Skelly 968 Battery,9/30/2013 10:06,,,10/30/2013 0:00,10/30/2013 0:00,10/7/2013 11:01,,,
Teri Waldron,30492,PRN20150001,4497R1,Administrative Revision ,Jobe Materials LP,Jobe Materials - UPRR CBP GCP5-4497,10/23/2015 12:05,,,11/22/2015 0:00,11/22/2015 0:00,,,,10/29/2015 9:37
Maheshwar Thakur,30492,PRN20110001,4497,GCP5 - New,Jobe Materials LP,Jobe Materials - NM CBP 3- GCP5-4497,6/8/2011 15:45,,,7/8/2011 0:00,7/8/2011 0:00,6/28/2011 16:22,,,10/29/2015 10:43
Teri Waldron,30492,PRN20120001,4497,Relocation,Jobe Materials LP,Jobe Materials - UPRR CBP GCP5-4497,4/20/2012 15:51,,,5/5/2012 0:00,5/5/2012 0:00,5/2/2012 11:27,,,10/29/2015 10:42
