,id,name,type_code,type,status_code,status,ogrid,ogrid_name,district_code,district,county_code,county,ulstr,latitude,longitude,projection,directional_status,details,files,status2,symbology,year_spudded,spud_date,measured_vertical_depth,true_vertical_depth,pool_id_list,effective_date,plug_date,GlobalID,geometry
66683,30-045-25002,HOLLY FEDERAL #001,O    ,Oil,A,Active,289408,"LOGOS OPERATING, LLC",3,Aztec,45,San Juan,P-29-30N-15W,36.7805901,-108.4337387,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25002&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045250020000&GISReferenceSource=ArcGISOnline,A,OA,1981.0,1981-06-30 00:00:00+00:00,4350.0,4350.0,[45450] MEADOWS GALLUP,2016-07-28 00:00:00+00:00,,{7417EDCB-406B-488D-966B-847E8BC5A77B},POINT (-108.4337387 36.78059010000004)
67531,30-045-33803,BISTI GALLUP 18 #006,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,F-18-25N-12W,36.4021111,-108.1560364,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-33803&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045338030000&GISReferenceSource=ArcGISOnline,A,OA,2008.0,2008-02-23 00:00:00+00:00,5337.0,5291.0,[5890] BISTI LOWER-GALLUP (O),2017-12-06 00:00:00+00:00,,{B53DD795-9978-4AF6-BDCE-D571B1E871D6},POINT (-108.1560363999999 36.40211110000007)
67803,30-045-05489,CENTRAL BISTI UNIT #064,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,G-07-25N-12W,36.4175224,-108.1504822,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-05489&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045054890000&GISReferenceSource=ArcGISOnline,A,OA,1956.0,1956-07-26 00:00:00+00:00,4990.0,4990.0,[5890] BISTI LOWER-GALLUP (O),2017-12-06 00:00:00+00:00,,{A2D6C5BA-E97B-4724-8C76-3EC33009A501},POINT (-108.1504821999999 36.41752240000005)
68091,30-045-28637,CHAMP #008,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,M-05-23N-10W,36.2510376,-107.9249954,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-28637&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045286370000&GISReferenceSource=ArcGISOnline,A,OA,1994.0,1994-08-14 00:00:00+00:00,4670.0,4670.0,"[5860] BISTI, S-GALLUP (O)",1991-11-20 00:00:00+00:00,,{0AC95059-AA2B-461B-A988-24CDE5B9707E},POINT (-107.9249953999999 36.25103760000007)
68191,30-045-25690,REID B #006,O    ,Oil,A,Active,372171,HILCORP ENERGY COMPANY,3,Aztec,45,San Juan,J-31-29N-10W,36.6815567,-107.9230576,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25690&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045256900000&GISReferenceSource=ArcGISOnline,A,OA,1983.0,1983-07-10 00:00:00+00:00,6260.0,6260.0,[2290] ARMENTA-GALLUP (O),2017-08-01 00:00:00+00:00,,{4376DB4E-21A9-4473-9E0F-B39CB59FBA66},POINT (-107.9230576 36.68155670000004)
69371,30-045-05618,WEST BISTI UNIT #156,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,J-36-26N-13W,36.442894,-108.1683273,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-05618&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045056180000&GISReferenceSource=ArcGISOnline,A,OA,1956.0,1956-07-22 00:00:00+00:00,5028.0,5028.0,[5890] BISTI LOWER-GALLUP (O),1900-01-01 00:00:00+00:00,,{D9AEE854-1A7E-4526-8517-43FB16D6C8A5},POINT (-108.1683273 36.44289400000002)
69420,30-045-25704,WILSON #003,O    ,Oil,A,Active,372171,HILCORP ENERGY COMPANY,3,Aztec,45,San Juan,B-31-29N-10W,36.6888428,-107.9242401,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25704&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045257040000&GISReferenceSource=ArcGISOnline,A,OA,1983.0,1983-07-19 00:00:00+00:00,6250.0,6250.0,[2290] ARMENTA-GALLUP (O),2017-08-01 00:00:00+00:00,,{8286A01D-2D60-416D-85A1-9C326AA44851},POINT (-107.9242401 36.68884280000003)
69443,30-045-33802,BISTI GALLUP 18 #002,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,B-18-25N-12W,36.405735,-108.1515808,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-33802&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045338020000&GISReferenceSource=ArcGISOnline,A,OA,2008.0,2008-03-10 00:00:00+00:00,5346.0,5297.0,[5890] BISTI LOWER-GALLUP (O),2017-12-06 00:00:00+00:00,,{B965B7A9-C025-4FC4-8D9E-C9A7942257BA},POINT (-108.1515808 36.40573500000005)
69659,30-045-35639,CHACO 2308 06I #397H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,I-06-23N-08W,36.254643,-107.714914,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35639&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045356390000&GISReferenceSource=ArcGISOnline,A,OA,2015.0,2015-03-21 00:00:00+00:00,10395.0,10368.0,[47540] NAGEEZI GALLUP,2018-04-19 00:00:00+00:00,,{C37F61A0-AB2E-4727-ADE4-E3308E080DEF},POINT (-107.714914 36.25464300000004)
69848,30-045-35554,CHACO 2308 06H #396H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,H-06-23N-08W,36.258831,-107.7149277,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35554&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045355540000&GISReferenceSource=ArcGISOnline,A,OA,2014.0,2014-08-21 00:00:00+00:00,10721.0,10631.0,[47540] NAGEEZI GALLUP,2018-04-19 00:00:00+00:00,,{65B3F72F-E526-46F9-AF22-56CB8F092D0D},POINT (-107.7149277 36.25883100000004)
70564,30-045-26813,MARY LOU #005,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,K-32-24N-10W,36.2681808,-107.9214478,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-26813&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045268130000&GISReferenceSource=ArcGISOnline,A,OA,1987.0,1987-12-18 00:00:00+00:00,4810.0,4810.0,"[5860] BISTI, S-GALLUP (O)",1988-03-01 00:00:00+00:00,,{4747ED2F-33CA-4B1D-9317-D9AD5E242F88},POINT (-107.9214478 36.26818080000004)
71799,30-045-25034,KAIBAB TRAIL #001,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,M-20-24N-08W,36.2947502,-107.7112198,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25034&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045250340000&GISReferenceSource=ArcGISOnline,A,OA,1981.0,1981-06-17 00:00:00+00:00,5494.0,5494.0,[15006] CUERVO GALLUP,1981-08-01 00:00:00+00:00,,{53D5EEB0-907A-4917-B363-3ED899BBF4A6},POINT (-107.7112198 36.29475020000007)
71854,30-045-25793,CENTRAL BISTI UNIT #083,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,D-05-25N-12W,36.43536,-108.14151,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25793&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045257930000&GISReferenceSource=ArcGISOnline,A,OA,1983.0,1983-10-01 00:00:00+00:00,5020.0,5020.0,[5890] BISTI LOWER-GALLUP (O),2017-12-06 00:00:00+00:00,,{C6AA6B65-6F4B-4ACA-A244-F3CB44CDD556},POINT (-108.14151 36.43536000000006)
71917,30-045-28537,TARGET #001,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,F-20-24N-10W,36.3005333,-107.9212494,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-28537&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045285370000&GISReferenceSource=ArcGISOnline,A,OA,1991.0,1991-05-09 00:00:00+00:00,4930.0,4930.0,[5890] BISTI LOWER-GALLUP (O),1991-07-01 00:00:00+00:00,,{82122B45-C8BB-4B98-8C34-17947FAC1736},POINT (-107.9212494 36.30053330000004)
72218,30-045-35809,W LYBROOK UNIT #711H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,N-08-23N-08W,36.237645,-107.709055,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35809&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045358090000&GISReferenceSource=ArcGISOnline,A,OA,2016.0,2016-12-15 00:00:00+00:00,13520.0,5191.0,[98157] LYBROOK MANCOS W,2018-04-19 00:00:00+00:00,,{A03B8779-11EB-47F7-8777-ACB64BE44A51},POINT (-107.709055 36.23764500000004)
72382,30-045-25754,STARR #005,O    ,Oil,A,Active,372171,HILCORP ENERGY COMPANY,3,Aztec,45,San Juan,D-05-26N-08W,36.5218887,-107.7125854,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25754&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045257540000&GISReferenceSource=ArcGISOnline,A,OA,1983.0,1983-07-21 00:00:00+00:00,6164.0,6164.0,[3745] BACA-GALLUP (O),2017-08-01 00:00:00+00:00,,{14A0FAAA-9164-4802-BEFE-0396369572A6},POINT (-107.7125854 36.52188870000003)
72638,30-045-35808,W LYBROOK UNIT #713H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,N-08-23N-08W,36.237674,-107.708855,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35808&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045358080000&GISReferenceSource=ArcGISOnline,A,OA,2016.0,2016-12-14 00:00:00+00:00,11996.0,5203.0,[98157] LYBROOK MANCOS W,2018-04-19 00:00:00+00:00,,{49E8713A-3B1C-4E30-B8CA-7A90D271ED9E},POINT (-107.708855 36.23767400000003)
72745,30-045-35728,W LYBROOK UNIT #704H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,M-08-23N-08W,36.237625,-107.709189,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35728&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045357280000&GISReferenceSource=ArcGISOnline,A,OA,2016.0,2016-12-09 00:00:00+00:00,11623.0,5075.0,[98157] LYBROOK MANCOS W,2018-04-19 00:00:00+00:00,,{B2821FAD-F00D-4FF4-A00E-690E9C9369CF},POINT (-107.709189 36.23762500000004)
72746,30-045-35727,W LYBROOK UNIT #703H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,N-08-23N-08W,36.237664,-107.708922,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35727&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045357270000&GISReferenceSource=ArcGISOnline,A,OA,2016.0,2016-12-06 00:00:00+00:00,12697.0,5189.0,[98157] LYBROOK MANCOS W,2018-04-19 00:00:00+00:00,,{CF5AE56C-A485-4CC3-B552-13CFDA447D42},POINT (-107.708922 36.23766400000005)
72840,30-045-25662,NEWSOM B #007E,O    ,Oil,A,Active,372171,HILCORP ENERGY COMPANY,3,Aztec,45,San Juan,K-08-26N-08W,36.4995918,-107.7083206,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25662&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045256620000&GISReferenceSource=ArcGISOnline,A,OA,1983.0,1983-11-11 00:00:00+00:00,6823.0,6823.0,[3745] BACA-GALLUP (O); [71599] BASIN DAKOTA (PRORATED GAS),2017-08-29 00:00:00+00:00,,{7E33F448-74D8-40FB-918A-BAA5A4EDA246},POINT (-107.7083206 36.49959180000008)
73131,30-045-25796,CENTRAL BISTI UNIT #082,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,P-31-26N-12W,36.4383545,-108.1459885,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25796&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045257960000&GISReferenceSource=ArcGISOnline,A,OA,1983.0,1983-09-25 00:00:00+00:00,5040.0,5040.0,[5890] BISTI LOWER-GALLUP (O),2017-12-06 00:00:00+00:00,,{D3CADC8F-6F0B-4E2E-BA3C-D8D884BE1763},POINT (-108.1459885 36.43835450000006)
73287,30-045-26776,MARY LOU #004,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,O-32-24N-10W,36.2645836,-107.9170609,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-26776&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045267760000&GISReferenceSource=ArcGISOnline,A,OA,1987.0,1987-04-02 00:00:00+00:00,4810.0,4810.0,"[5860] BISTI, S-GALLUP (O)",1987-07-01 00:00:00+00:00,,{480C4554-9919-47A8-B634-8258422E94AF},POINT (-107.9170609 36.26458360000004)
73288,30-045-26497,MARY LOU #002,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,G-32-24N-10W,36.2717285,-107.9170532,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-26497&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045264970000&GISReferenceSource=ArcGISOnline,A,OA,1985.0,1985-09-28 00:00:00+00:00,4840.0,4840.0,"[5860] BISTI, S-GALLUP (O)",1984-10-03 00:00:00+00:00,,{A370C362-F96C-486A-9958-42A5FF722D76},POINT (-107.9170531999999 36.27172850000005)
73326,30-045-28381,SOUTH BISTI 18 H #001,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,H-18-25N-12W,36.4021111,-108.1470947,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-28381&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045283810000&GISReferenceSource=ArcGISOnline,A,OA,1990.0,1990-12-04 00:00:00+00:00,5149.0,5149.0,[5890] BISTI LOWER-GALLUP (O),2017-12-06 00:00:00+00:00,,{89847473-DBF1-42DD-AE50-E5C510CB450A},POINT (-108.1470947 36.40211110000007)
74064,30-045-33983,BISTI GALLUP 20 #003,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,C-20-25N-12W,36.3927498,-108.1363068,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-33983&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045339830000&GISReferenceSource=ArcGISOnline,A,OA,2012.0,2012-01-23 00:00:00+00:00,5150.0,5089.0,[5890] BISTI LOWER-GALLUP (O),2017-12-06 00:00:00+00:00,,{5E478649-552F-415A-A233-9205AEEFA6F1},POINT (-108.1363067999999 36.39274980000005)
74114,30-045-05510,CENTRAL BISTI UNIT #018,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,C-08-25N-12W,36.4211388,-108.1370316,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-05510&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045055100000&GISReferenceSource=ArcGISOnline,A,OA,1956.0,1956-07-07 00:00:00+00:00,4960.0,4960.0,[5890] BISTI LOWER-GALLUP (O),2017-12-06 00:00:00+00:00,,{9AB10F5C-553B-4A67-BD67-47FE0F76A027},POINT (-108.1370315999999 36.42113880000005)
74156,30-045-28241,CHAMP #007,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,K-05-23N-10W,36.2537689,-107.9220963,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-28241&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045282410000&GISReferenceSource=ArcGISOnline,A,OA,1991.0,1991-04-23 00:00:00+00:00,4655.0,4655.0,"[5860] BISTI, S-GALLUP (O)",1991-05-01 00:00:00+00:00,,{A46AA115-502F-409E-958E-48D872D0B7CB},POINT (-107.9220963 36.25376890000007)
74158,30-045-35828,LOGOS 2508 20D #015,O    ,Oil,A,Active,289408,"LOGOS OPERATING, LLC",3,Aztec,45,San Juan,D-20-25N-08W,36.39236,-107.711944,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35828&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045358280000&GISReferenceSource=ArcGISOnline,A,OA,2017.0,2017-07-05 00:00:00+00:00,6726.0,6726.0,[19859] DUFERS POINT-GALLUP DAKOTA,2017-05-17 00:00:00+00:00,,{E09F7DD6-8988-4C94-AB54-4ECAAC44940C},POINT (-107.711944 36.39236000000005)
74264,30-045-35730,W LYBROOK UNIT #744H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,M-08-23N-08W,36.237635,-107.70851,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35730&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045357300000&GISReferenceSource=ArcGISOnline,A,OA,2016.0,2016-12-08 00:00:00+00:00,10580.0,5104.0,[98157] LYBROOK MANCOS W,2018-04-19 00:00:00+00:00,,{4F152BE3-62D8-441B-A112-C9E3128EB21B},POINT (-107.70851 36.23763500000007)
74318,30-045-27145,CHAMP #005,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,I-05-23N-10W,36.2542801,-107.913147,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-27145&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045271450000&GISReferenceSource=ArcGISOnline,A,OA,1988.0,1988-12-08 00:00:00+00:00,4641.0,4641.0,"[5860] BISTI, S-GALLUP (O)",1988-12-01 00:00:00+00:00,,{EBBD33B9-FB32-49BF-B0B3-40A935E4E587},POINT (-107.913147 36.25428010000007)
74323,30-045-26891,CHAMP #001,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,C-05-23N-10W,36.2609329,-107.9214706,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-26891&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045268910000&GISReferenceSource=ArcGISOnline,A,OA,1988.0,1988-05-26 00:00:00+00:00,4720.0,4720.0,"[5860] BISTI, S-GALLUP (O)",1988-07-01 00:00:00+00:00,,{48BEFDEB-094A-4FB6-A5FA-1839A2D0F4A6},POINT (-107.9214706 36.26093290000006)
74435,30-045-25087,KINBETO RG FEDERAL #001,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,B-08-23N-10W,36.2456703,-107.9168091,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25087&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045250870000&GISReferenceSource=ArcGISOnline,A,OA,1981.0,1981-06-26 00:00:00+00:00,5520.0,5520.0,"[5860] BISTI, S-GALLUP (O)",2011-01-03 00:00:00+00:00,,{2EA7ACC7-6696-4F9D-B6F7-CFC3B0E91BFE},POINT (-107.9168091 36.24567030000003)
74510,30-045-35729,W LYBROOK UNIT #743H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,N-08-23N-08W,36.237654,-107.708988,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35729&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045357290000&GISReferenceSource=ArcGISOnline,A,OA,2016.0,2016-12-07 00:00:00+00:00,9816.0,5124.0,[98157] LYBROOK MANCOS W,2018-04-19 00:00:00+00:00,,{C0259204-B939-4181-AA5E-155F36F0D715},POINT (-107.708988 36.23765400000008)
74739,30-045-28380,SOUTH BISTI 17 O #001,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,O-17-25N-12W,36.3965492,-108.1333923,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-28380&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045283800000&GISReferenceSource=ArcGISOnline,A,OA,1990.0,1990-11-13 00:00:00+00:00,5025.0,5025.0,[5890] BISTI LOWER-GALLUP (O),2017-12-06 00:00:00+00:00,,{E22C8F32-1AF5-48D9-8BFA-BCDB1994CDE2},POINT (-108.1333923 36.39654920000004)
74745,30-045-25342,CENTRAL BISTI UNIT #079,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,F-05-25N-12W,36.4320107,-108.1366196,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25342&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045253420000&GISReferenceSource=ArcGISOnline,A,OA,1982.0,1982-05-13 00:00:00+00:00,5100.0,5100.0,[5890] BISTI LOWER-GALLUP (O),2017-12-06 00:00:00+00:00,,{09E84F63-E5E3-47AE-A432-923B7679A8AB},POINT (-108.1366196 36.43201070000003)
74922,30-045-05558,CENTRAL BISTI UNIT #053,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,G-05-25N-12W,36.4320107,-108.1325531,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-05558&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045055580000&GISReferenceSource=ArcGISOnline,A,OA,1956.0,1956-11-25 00:00:00+00:00,5025.0,5025.0,[5890] BISTI LOWER-GALLUP (O),2017-12-06 00:00:00+00:00,,{B0BBFEDF-12BD-4FB5-9D5D-2E2F3FD80229},POINT (-108.1325530999999 36.43201070000003)
74951,30-045-33944,BISTI GALLUP 20 #002,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,B-20-25N-12W,36.3921318,-108.1325226,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-33944&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045339440000&GISReferenceSource=ArcGISOnline,A,OA,2008.0,2008-08-27 00:00:00+00:00,5150.0,5106.0,[5890] BISTI LOWER-GALLUP (O),2017-12-06 00:00:00+00:00,,{93EEAF62-FBA6-4C02-A2B8-AFE4FA0A6E16},POINT (-108.1325226 36.39213180000007)
75278,30-045-27146,CHAMP #006,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,O-05-23N-10W,36.2510757,-107.9171753,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-27146&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045271460000&GISReferenceSource=ArcGISOnline,A,OA,1989.0,1989-04-02 00:00:00+00:00,4630.0,4630.0,"[5860] BISTI, S-GALLUP (O)",1989-04-01 00:00:00+00:00,,{2CAA9ABF-0446-4148-AB92-26FABC458D57},POINT (-107.9171752999999 36.25107570000006)
